Package Tracking Number,Transaction Date,Recipient Name,Recipient Company,Recipient Address,Recipient Country,Class,Total Cost,Package Weight,User Email,Service Cost,Weight (lbs),Appearances
{9455109105156621921439},2025-04-30 0:00:00,Halle Library,Eastern Michigan University,955 West Circle Drive Ypsilanti MI 48197,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156622158438},2025-05-01 0:00:00,Interlibrary Loan,Prescott College Library,220 Grove Ave Prescott AZ 86301-2990,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156622157233},2025-05-01 0:00:00,ILL Dept,Hurst Public Library,901 Precinct Line Rd Hurst TX 76053-4997,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156133440947},2025-05-02 0:00:00,Library - Interlibrary Loan,University of Southern Maine,PO Box 9301 Portland ME 04104-9301,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156133651626},2025-05-05 0:00:00,ILL Dept,University of TX Libraries,"1155 Union Cir, # 305190 Denton TX 76203-5017",US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156134001321},2025-05-06 0:00:00,Library - East Bldg Interlibrary Loan,Hunter College,695 Park Ave New York NY 10065-5085,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156622903724},2025-05-06 0:00:00,LIBRARY INTERLIBRARY LOAN,JEFFERSON COLLEGE,1000 Viking Dr Hillsboro MO 63050-2441,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156623094681},2025-05-07 0:00:00,Interlibrary Loan,Arlington County Central Library,1015 N Quincy St Arlington VA 22201-4603,US,Library Mail,5.11,2 lbs ,,,2,2
{9405509105156623099368},2025-05-07 0:00:00,Interlibrary Loan,Sitka Public Library,320 Harbor Dr Sitka AK 99835-7553,US,Priority Mail,8.75,2 lbs ,,,2,2
{9455109105156623526625},2025-05-09 0:00:00,Interlibrary Loan,Jerome Public Library,100 1st Ave E Jerome ID 83338-2302,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156134669972},2025-05-09 0:00:00,Interlibrary Loan,Payette Public Library,24 S 10th St Payette ID 83661-2898,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156135085696},2025-05-13 0:00:00,ILL Dept,National Gallery of Art Library,2000B S Club Dr Landover MD 20785-3228,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156135093721},2025-05-13 0:00:00,Lee Davis Library - ILL,San Jacinto College,8060 Spencer Hwy Pasadena TX 77505-5903,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156624446915},2025-05-15 0:00:00,Interlibrary Loan,Coralville Public Library,1401 5th St Coralville IA 52241-1813,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156624449299},2025-05-15 0:00:00,Interlibrary Loan,Burlington Public Library,210 Court St Burlington IA 52601-5241,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156624455627},2025-05-15 0:00:00,Leonard H Axe Library - ILL,Pittsburg State University,1701 S Broadway St Pittsburg KS 66762-5889,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156624456815},2025-05-15 0:00:00,Armando Trejo / ILL Dept,Elgin Community College,1700 Spartan Dr Renner Academic Library Elgin IL 60123-7193,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156624450370},2025-05-15 0:00:00,Gellert Library - ILL,St Patrick's Seminary,320 Middlefield Rd Menlo Park CA 94025-3596,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156625178839},2025-05-20 0:00:00,Interlibrary Loan Dept,Aiken County Library,314 Chesterfield St S Aiken SC 29801-7147,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156136370920},2025-05-20 0:00:00,Interlibrary Loan,"North Jefferson County Library, Clancy",3 N Main St Clancy MT 59634-9547,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156136375390},2025-05-20 0:00:00,"Weinberg Memorial Library - ILL, Rm #202",University of Scranton,800 Linden St Scranton PA 18510-4501,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156625179485},2025-05-20 0:00:00,Interlibrary Loan,Sterling College Library,125 W Cooper St Sterling KS 67579-2500,US,Library Mail,7.24,5 lbs ,,,5,2
{9455109105156136857117},2025-05-22 0:00:00,Bunch Library - ILL,Belmont University,1900 Belmont Blvd Nashville TN 37212-3757,US,Library Mail,7.24,5 lbs ,,,5,2
{9405509105156136812454},2025-05-22 0:00:00,ILL Dept,Z J Loussac Public Library,3600 Denali St Anchorage AK 99503-6093,US,Priority Mail,14.44,3 lbs ,,,3,2
{9455109105156626210958},2025-05-28 0:00:00,ILL,Mission Viejo Library,100 Civic Ctr Mission Viejo CA 92691-5518,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156626190304},2025-05-28 0:00:00,ILL  McNichols Campus Library,University of Detroit Mercy,4001 W McNichols Rd Detroit MI 48221-3038,US,Library Mail,5.82,3 lbs ,,,3,2
{9455109105156137719933},2025-05-28 0:00:00,Interlibrary Loan,Boulder City Library,701 Adams Blvd Boulder City NV 89005-2207,US,Library Mail,6.53,4 lbs ,,,4,2
{9455109105156137891769},2025-05-29 0:00:00,ILL Dept,Grants Public Library,1101 N First St Grants NM 87020-2809,US,Library Mail,6.53,4 lbs ,,,4,2
{9455109105156626619355},2025-05-30 0:00:00,Darrell W. Krueger Library - ILL,Winoma State University,175 W Mark St Winona MN 55987-3384,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156626597837},2025-05-30 0:00:00,ILL Dept,Missouri River Regional Library,PO Box 89 Jefferson City MO 65102-0089,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156626610970},2025-05-30 0:00:00,ILL Dept,Opelika Public Library,1100 Glenn St Opelika AL 36801-5817,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156626740295},2025-06-02 0:00:00,Interlibrary Loan,Somerville Public Library,79 Highland Ave Somerville MA 02143-1797,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156626857061},2025-06-02 0:00:00,Goshen County Public Library,,2001 E A St Torrington WY 82240-2825,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156626856026},2025-06-02 0:00:00,ILL Dept,Eureka Branch,PO Box 401 Eureka MT 59917-0401,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156139032399},2025-06-05 0:00:00,Interlibrary Loan,Vermilion Parish Library,405 E Saint Victor St Abbeville LA 70510-5101,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156627619538},2025-06-05 0:00:00,Library - ILL Dept,Glendale Community College,6000 W Olive Ave Glendale AZ 85302-3090,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156627884035},2025-06-06 0:00:00,ILL Dept,Pike-Amite-Walthall Library System,1022 Virginia Ave McComb MS 39648-3713,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156627878461},2025-06-06 0:00:00,Interlibrary Loan,Anacortes Public Library,1220 10th St Anacortes WA 98221-1988,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156628040492},2025-06-09 0:00:00,"Interlibrary Borrowing, 128 Library",University of Illinois,1408 W Gregory Dr Urbana IL 61801-3607,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156139684703},2025-06-10 0:00:00,Hagerty Library - ILL,Drexel University Libraries,3141 Chestnut St Philadelphia PA 19104-2875,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156139681054},2025-06-10 0:00:00,Interlibrary Loan,Cedar City Public Library,303 N 100 E Cedar City UT 84721-2610,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156140263058},2025-06-12 0:00:00,WMC Library - ILL,Northland Pioneer College,1001 W Deuce Of Clubs Show Low AZ 85901-6211,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156628842720},2025-06-12 0:00:00,Interlibrary Loan Services,Carmel Clay Public Library,425 E Main St Carmel IN 46032-1857,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156628838945},2025-06-12 0:00:00,Thomas Jefferson Library - ILL,University of Missouri-St Louis,1 University Blvd Saint Louis MO 63121-4400,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156140695835},2025-06-16 0:00:00,Interlibrary Loan,Seminole Comm Library at St. Petersburg,9200 113th St Seminole FL 33772-2800,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156140699253},2025-06-16 0:00:00,Interlibrary Loan Dept,Dallas College Library,3737 Motley Dr 26-DAL Via Tae Mesquite TX 75150-2033,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156140827359},2025-06-17 0:00:00,ILL Dept,West Hempstead Public Library,500 Hempstead Ave West Hempstead NY 11552-2400,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156629702269},2025-06-18 0:00:00,Interlibrary Loan Dept,Finney County Public Library,605 E Walnut St Garden City KS 67846-5755,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156141241246},2025-06-18 0:00:00,ILL Dept,Blandinsville Hire Library District,PO Box 50 Blandinsville IL 61420-0050,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156141243011},2025-06-18 0:00:00,Interlibrary Loan,Fairfield Public Library,PO Box 324 Fairfield MT 59436-0324,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156629701255},2025-06-18 0:00:00,Interlibrary Loan,North Logan City Library,475 E 2500 N North Logan UT 84341-1523,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156629697862},2025-06-18 0:00:00,Interlibrary Loan,Effingham Public Library,200 N 3rd St Effingham IL 62401-3416,US,Library Mail,5.82,3 lbs ,,,3,2
{9455109105156141768934},2025-06-23 0:00:00,LIBRARY - INTERLIBRARY LOAN,PALOMAR COLLEGE,1140 W Mission Rd San Marcos CA 92069-1487,US,Library Mail,7.24,5 lbs ,,,5,2
{9455109105156142205193},2025-06-25 0:00:00,Park Library Documents on Demand rm 202,Central Michigan University,250 E Preston St Mount Pleasant MI 48859-2012,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156631368798},2025-06-27 0:00:00,Estelle M Black Library - ILL Dept,Rock Valley College,3301 N Mulford Rd Rockford IL 61114-5699,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156142724342},2025-06-30 0:00:00,Interlibrary Loan,Tremonton City Library,210 N Tremont St Tremonton UT 84337-1215,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156142732040},2025-06-30 0:00:00,Interlibrary Loan Dept,Mendocino County Library,105 N Main St Ukiah CA 95482-4403,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156631560956},2025-06-30 0:00:00,Interlibrary Loan,Morton-James Public Library,923 1st Corso Nebraska City NE 68410-2357,US,Library Mail,4.4,1 lbs ,,,1,2
{9455109105156631556775},2025-06-30 0:00:00,Hutchins Library ILL,Berea College,100 Campus Drive Berea KY 40404-0001,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156142726650},2025-06-30 0:00:00,Chester Fritz Library - ILL,University of North Dakota,"3051 University Ave, Stop 9000 Grand Forks ND 58202-9000",US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156142714190},2025-06-30 0:00:00,Navy Dept Library Interlibrary Loan,Naval History and Heritage Command,805 Kidder Breese St SE Washington Navy Yard DC 20374-5110,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156143000810},2025-07-01 0:00:00,Library - Interlibrary Loan,School of Visual Arts,"380 2nd Ave, Fl 2 New York NY 10010-5689",US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156143003316},2025-07-01 0:00:00,Interlibrary Loan,Addlestone Library,205 Calhoun St Charleston SC 29424-3500,US,Library Mail,5.11,2 lbs ,,,2,2
{9455109105156143014763},2025-07-01 0:00:00,Interlibrary Loan,Grande Prairie Library,3479 W 183rd St Hazel Crest IL 60429-2490,US,Library Mail,9.37,8 lbs ,,,8,2
{9455109105156143009523},2025-07-01 0:00:00,Interlibrary Loan,Deerfield Public Library,920 Waukegan Rd Deerfield IL 60015-3098,US,Library Mail,5.82,3 lbs ,,,3,2
{9455109105156632023979},2025-07-02 0:00:00,Interlibrary Loan,Elkhorn Public Library,101 N Wisconsin St Elkhorn WI 53121-1311,US,Library Mail,4.4,1 lbs ,,,1,2
{9455140105156000167925},2025-07-07 0:00:00,Interlibrary Loan,Plainview Public Library,999 Old Country Rd Plainview NY 11803-4995,US,Library Mail,4.4,1 lbs ,,,1,2
{9455140105156000167864},2025-07-07 0:00:00,ILL Dept,Neenah Public Library,PO Box 569 Neenah WI 54957-0569,US,Library Mail,4.4,1 lbs ,,,1,2
{9455140105156000167697},2025-07-07 0:00:00,Interlibrary Loan Dept,Crawford County Library System,1409 Main St Van Buren AR 72956-4558,US,Library Mail,5.11,2 lbs ,,,2,2
{9455140105156000178280},2025-07-08 0:00:00,Metropolitan Campus Library - Circ Dept,Fairleigh Dickinson University,1000 River Rd Teaneck NJ 07666-1938,US,Library Mail,4.4,1 lbs ,,,1,2
{9455140105156000196055},2025-07-09 0:00:00,Doyle Library - Interlibrary Loan,Santa Rosa Junior College,1501 Mendocino Ave Santa Rosa CA 95401-4395,US,Library Mail,4.4,1 lbs ,,,1,2
{9455140105156000196406},2025-07-09 0:00:00,Fenwick Library - Interlibrary Loan,George Mason University,4400 University Dr Fairfax VA 22030-4444,US,Library Mail,4.4,1 lbs ,,,1,2
{9455140105156000317474},2025-07-11 0:00:00,Interlibrary Loan,Bruce Area Library,PO Box 277 Bruce WI 54819-0277,US,Library Mail,4.4,1 lbs ,,,1,2
{9455140105156000316958},2025-07-11 0:00:00,Hulst Library - ILL Dept,Dordt University,700 7th St NE Sioux Center IA 51250-1671,US,Library Mail,5.82,3 lbs ,,,3,2
{9455140105156000316828},2025-07-11 0:00:00,Zach S Henderson Library - ILL,Georgia Southern University,PO Box 8074 Statesboro GA 30460-8074,US,Library Mail,5.82,3 lbs ,,,3,2
{9455140105156000329576},2025-07-14 0:00:00,Interlibrary Loan Dept,Robbins Library,700 Mass Ave Arlington MA 02476-4981,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000329637},2025-07-14 0:00:00,ILL Dept,Walpole Public Library,143 School St Walpole MA 02081-2873,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000350341},2025-07-16 0:00:00,Largo Public Library - ILL,,120 Central Park Dr Largo FL 33771-2110,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000350570},2025-07-16 0:00:00,Library - Interlibrary Loan,La Sierra University,4500 Riverwalk Pkwy Riverside CA 92505-3332,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000350624},2025-07-16 0:00:00,Library - Interlibrary Loan,Pennsylvania College of Technology,1 College Ave Williamsport PA 17701-5799,US,Library Mail,4.96,2 lbs ,,,2,2
{LS003204008US},2025-07-16 0:00:00,Taylor Digital Family Lib - ILL Dept,University of Calgary,2500 University Dr NW Room 251 Library & Resource Sharing Calgary AB T2N 1N4,CA,First Pkg Int'l,24.69,12.90 oz,,,0.80625,2
{9455140105156000363969},2025-07-17 0:00:00,Interlibrary Loan Dept,Lonesome Pine Regional Library,124 Library Rd Wise VA 24293-5907,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000363280},2025-07-17 0:00:00,Technical Services ILL Processing,Grafton-Midview Public Library,983 N Main St Grafton OH 44044-1492,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000364065},2025-07-17 0:00:00,Interlibrary Loan,Dakota County Library,1340 Wescott Rd Eagan MN 55123-1099,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000374163},2025-07-18 0:00:00,Interlibrary Loan Dept,Joshua Hyde Library,306 Main St Sturbridge MA 01566-1242,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000385909},2025-07-21 0:00:00,Hunt Library - ILL,Carnegie Mellon University,4909 Frew St Pittsburgh PA 15213-3833,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000386029},2025-07-21 0:00:00,Daley Library - ILL Dept,University of Illinois at Chicago,801 S Morgan St Chicago IL 60607-4238,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000386340},2025-07-21 0:00:00,ILL Dept,Knox College Library,371 S West St Galesburg IL 61401-4422,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000397995},2025-07-22 0:00:00,Cindy Exterkamp,RC Sullivan Pub Library of Wilton Manors,500 NE 26th St Wilton Manors FL 33305-1141,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000398275},2025-07-22 0:00:00,Interlibrary Loan Office,Prince George's Cty Memorial Lib Sys,9601 Capital Ln Largo MD 20774-1054,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000397483},2025-07-22 0:00:00,Library - Interlibrary Loan,Virginia Tech University,560 Drillfield Dr Blacksburg VA 24061-1048,US,Library Mail,7.81,6 lbs ,,,6,2
{9455140105156000409360},2025-07-23 0:00:00,Interlibrary Loan Department,Garland County Library,1427 Malvern Ave Hot Springs National Park AR 71901-6316,US,Library Mail,7.81,6 lbs ,,,6,2
{9455140105156000418188},2025-07-24 0:00:00,Interlibrary Loan,Navajo County Library District,PO Box 668 Holbrook AZ 86025-0668,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000417914},2025-07-24 0:00:00,Interlibrary Loan,Council Bluffs Public Library,400 Willow Ave Council Bluffs IA 51503-9042,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000417631},2025-07-24 0:00:00,Interlibrary Loan,Valley of the Tetons Library,79 N Main St Driggs ID 83422-5141,US,Library Mail,6.38,4 lbs ,,,4,2
{9455140105156000442879},2025-07-28 0:00:00,Interlibrary Loan Dept,Cambridge Public Library,449 Broadway Cambridge MA 02138-4191,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000442800},2025-07-28 0:00:00,Interlibrary Loan Dept,Flowing Wells Library,1730 W Wetmore Rd Tucson AZ 85705-1320,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000442893},2025-07-28 0:00:00,Interlibrary Loan Dept,Weymouth Public Library,46 Broad St Weymouth MA 02188-1713,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000454797},2025-07-29 0:00:00,ILL,Loras College Library,1450 Alta Vista St Dubuque IA 52001-4327,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000454483},2025-07-29 0:00:00,"Albertsons Library, Interlibrary Loan",Boise State University,PO Box 46 Boise ID 83707-0046,US,Library Mail,6.38,4 lbs ,,,4,2
{9455140105156000454605},2025-07-29 0:00:00,King Library - ILL Department,California State University - San Jose,1 Washington Sq San Jose CA 95192-1001,US,Library Mail,5.67,3 lbs ,,,3,2
{9455140105156000465144},2025-07-30 0:00:00,Library - Interlibrary Loan,United States Naval Academy,589 McNair Rd Annapolis MD 21402-1323,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000476119},2025-07-31 0:00:00,Urbandale Public Library ILL,,3520 86th St Urbandale IA 50322-4056,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000509275},2025-08-05 0:00:00,ILL,Nevada County Library,980 Helling Way Nevada City CA 95959-8619,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000522564},2025-08-06 0:00:00,ILL Dept,DigiPen Institute of Technology,9931 Willows Rd NE Redmond WA 98052-2591,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000537926},2025-08-07 0:00:00,Magale Library - ILL Dept,Southern Arkansas University,100 E University Magnolia AR 71753-2181,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000537797},2025-08-07 0:00:00,Interlibrary Loan,Cedar Falls Public Library,524 Main St Cedar Falls IA 50613-2889,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000548007},2025-08-08 0:00:00,Library - Interlibrary Loan,Cal Poly Humboldt University,1 Harpst St Arcata CA 95521-8299,US,Library Mail,5.67,3 lbs ,,,3,2
{9455140105156000548878},2025-08-08 0:00:00,Interlibrary Loan,Westfield Athenaeum Library,6 Elm St Westfield MA 01085-2997,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000562614},2025-08-11 0:00:00,ILL Dept,Shelbyville Public Library,154 N Broadway St Shelbyville IL 62565-1698,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000573795},2025-08-12 0:00:00,Swedenborg Library - Interlibrary Loan,Bryn Athyn College,PO Box 740 Bryn Athyn PA 19009-0740,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000588294},2025-08-13 0:00:00,Interlibrary Loan,Jefferson County Library,5678 State Road Pp High Ridge MO 63049-2901,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000588539},2025-08-13 0:00:00,Interlibrary Loan,Winchester Public Library,80 Washington St Winchester MA 01890-2799,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000596060},2025-08-14 0:00:00,Library - Interlibrary Loan,University of Arizona,1510 E University Blvd Tucson AZ 85721-0055,US,Library Mail,5.67,3 lbs ,,,3,2
{9455140105156000596183},2025-08-14 0:00:00,Pelletier Library - ILL,Allegheny College,520 N Main St Meadville PA 16335-3902,US,Library Mail,5.67,3 lbs ,,,3,2
{9455140105156000611138},2025-08-15 0:00:00,ILL Dept,American Fork Public Library,64 S 100 E American Fork UT 84003-2326,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000621021},2025-08-18 0:00:00,Interlibrary Loan,Beloit College Library,731 College St Beloit WI 53511-5571,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000621991},2025-08-18 0:00:00,Helmke Library - Document Delivery,Purdue University Fort Wayne,5190 Saint Joe Rd Fort Wayne IN 46835-3299,US,Library Mail,9.23,8 lbs ,,,8,2
{9455140105156000667463},2025-08-21 0:00:00,Interlibrary Loan,Somonauk Public Library District,700 E Lasalle St Somonauk IL 60552-9531,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000685894},2025-08-25 0:00:00,ILL Dept,Sioux City Public Library,529 Pierce St Sioux City IA 51101-1260,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000737920},2025-08-28 0:00:00,Interlibrary Loan,Sedona Public Library,3250 White Bear Rd Sedona AZ 86336-4337,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000737951},2025-08-28 0:00:00,Interlibrary Loan Dept,Sumter County Library,325 Belvedere Blvd The Villages FL 32162-5386,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140105156000737968},2025-08-28 0:00:00,Interlibrary Loan Dept,Frisco Public Library,8000 Dallas Pkwy Frisco TX 75034-4057,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140105156000737623},2025-08-28 0:00:00,Library - Interlibrary Loan,College of Eastern Idaho,1600 S 25th E Idaho Falls ID 83404-5788,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000005669},2025-09-03 0:00:00,Interlibrary Loan Dept,Nancy Carson Public Library,135 Edgefield Rd North Augusta SC 29841-2488,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000012018},2025-09-03 0:00:00,Library Interlibrary Services - Lending,Michigan State University,366 W Circle Dr East Lansing MI 48824-3700,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000031590},2025-09-04 0:00:00,Interlibrary Loan Dept,Fletcher Free Library,235 College St Burlington VT 05401-8377,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000043715},2025-09-05 0:00:00,Interlibrary Loan,Vigo County Public Library,680 Poplar St Terre Haute IN 47807-4233,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000058146},2025-09-08 0:00:00,Reed Library - ILL,SUNY - Fredonia,280 Central Ave Fredonia NY 14063-1127,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000058214},2025-09-08 0:00:00,Library - Interlibrary Loan,Valdosta State University,1500 N Patterson St Valdosta GA 31698-0100,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000074030},2025-09-09 0:00:00,ILL Dept,St. Marys College of Maryland,18952 E Fisher Rd Saint Marys City MD 20686-3001,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000074047},2025-09-09 0:00:00,ILL Dept,Ritzville Public Library,302 W Main Ave Ritzville WA 99169-1412,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000083506},2025-09-10 0:00:00,ILL Dept - Hugh & Edna White Library,Spring Arbor University ,106 E Main St Spring Arbor MI 49283-9799,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000083476},2025-09-10 0:00:00,ILL Dept - Shapiro Library,Southern NH University,2500 N River Rd Manchester NH 03106-1045,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000123073},2025-09-15 0:00:00,Interlibrary Loan,Cozby Library & Community Commons,177 N Heartz Rd Coppell TX 75019-2121,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000131634},2025-09-15 0:00:00,ILL Dept,La Grange Park Public Library,555 N La Grange Rd La Grange Park IL 60526-5644,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000172576},2025-09-18 0:00:00,Lucy Carson Library - Interlibrary Loan,University of Montana - Western,710 S Atlantic St Dillon MT 59725-3511,US,Library Mail,7.81,6 lbs ,,,6,2
{9455140109628000174761},2025-09-18 0:00:00,Hamilton Library ILL-Borrowing,University of Hawaii at Manoa Libraries,"2550 McCarthy Mall, Rm 101 Honolulu HI 96822-2233",US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000199955},2025-09-22 0:00:00,"ILS, Olin Library",Cornell University,2B07 Uris Library Ithaca NY 14853-2900,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000214184},2025-09-23 0:00:00,Dusenberry-River - Interlibrary Loan,Pima County Public Library,"5605 E River Rd, Ste 105 Tucson AZ 85750-1900",US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000227238},2025-09-24 0:00:00,Library - Interlibrary Loan,Covenant Theological Seminary,12330 Conway Rd Saint Louis MO 63141-8609,US,Library Mail,4.96,2 lbs ,,,2,2
{9405540109628003242026},2025-09-25 0:00:00,Interlibrary Loan,Valdez Consortium Library,PO Box 609 Valdez AK 99686-0609,US,Priority Mail,11.95,3 lbs ,,,3,2
{9455140109628000258423},2025-09-26 0:00:00,ILL Dept,Perrot Memorial Library,90 Sound Beach Ave Old Greenwich CT 06870-1414,US,Library Mail,7.1,5 lbs ,,,5,2
{9455140109628000259314},2025-09-26 0:00:00,ILL Dept - Southeast Library,Indiana University ,4201 Grant Line Rd New Albany IN 47150-6405,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000259178},2025-09-26 0:00:00,Interlibrary Loan Dept,Park Ridge Public Library,20 S Prospect Ave Park Ridge IL 60068-4188,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000285863},2025-09-30 0:00:00,ILL Dept,Washburn Public Library,PO Box 248 Washburn WI 54891-0248,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000285566},2025-09-30 0:00:00,Interlibrary Loan,Montague Carnegie Public Library,201 Avenue A Turners Falls MA 01376-1898,US,Library Mail,4.25,1 lbs ,,,1,2
{9455140109628000328126},2025-10-03 0:00:00,Interlibrary Loan,Irving Public Library,801 W Irving Blvd Irving TX 75060-2845,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000414171},2025-10-14 0:00:00,Zuhl Library - ILL,New Mexico State University,PO Box 30006 Las Cruces NM 88003-8006,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000414300},2025-10-14 0:00:00,ILL Dept,Saint Francis University,PO Box 600 Loretto PA 15940-0600,US,Library Mail,4.96,2 lbs ,,,2,2
{9455140109628000457161},2025-10-17 0:00:00,Interlibrary Loan,Bartlesville Public Library,600 S Johnstone Ave Bartlesville OK 74003-4646,US,Library Mail,4.25,1 lbs ,,,1,2
